information,source_file_name,page_number
"Non-Substance-Related Disorders
Gambling Disorder
Diagnostic Criteria 312.31 (F63.0)
A. Persistent and recurrent problematic gambling behavior leading to clinically significant
impairment or distress, as indicated by the individual exhibiting four (or more) of the fol-
lowing in a 12-month period:
1. Needs to gamble with increasing amounts of money in order to achieve the desired
excitement",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,630
2. Is restless or irritable when attempting to cut down or stop gambling,Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,630
"3. Has made repeated unsuccessful efforts to control, cut back, or stop gambling",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,630
"4. Is often preoccupied with gambling (e.g., having persistent thoughts of reliving past
gambling experiences, handicapping or planni ng the next venture, thinking of ways
to get money with which to gamble)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,630
"5. Often gambles when feeling distressed (e.g., helpless, guilty, anxious, depressed)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,630
"6. After losing money gambling, often returns another day to get even (“chasing” one’s
losses)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,630
7. Lies to conceal the extent of involvement with gambling,Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,630
"8. Has jeopardized or lost a significant rela tionship, job, or educational or career op-
portunity because of gambling",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,630
"9. Relies on others to provide money to relieve desperate financial situations caused
by gambling",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,630
B. The gambling behavior is not better explained by a manic episode.,Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,630
"586 Substance-Related and Addictive Disorders
Specify if:
Episodic:  Meeting diagnostic criteria at more than one time point, with symptoms sub-
siding between periods of gambling disorder for at least several months",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,631
"Persistent:  Experiencing continuous symptoms, to meet diagnostic criteria for multiple
years",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,631
"Specify if:
In early remission:  After full criteria for gambling disorder were previously met, none
of the criteria for gambling disorder have been met for at least 3 months but for less
than 12 months",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,631
"In sustained remission:  After full criteria for gambling disorder were previously met,
none of the criteria for gambling disorder have been met during a period of 12 months
or longer",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,631
"Note:  Although some behavioral conditions th at do not involve in gestion of substances
have similarities to substance-related disorders, only one disord er—gambling disorder—
has sufficient data to be included in this section",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,631
"Specifiers
Severity is based on the number of criteria endorsed. Individuals with mild gambling dis-
order may exhibit only 4–5 of the criteria, with  the most frequently endorsed criteria usu-
ally related to preoccupation with gamb ling and “chasing” losses. Individuals with
moderately severe gambli ng disorder exhibit more of the criteria (i.e., 6–7). Individuals
with the most severe form will exhibit all or mo st of the nine criteria  (i.e., 8–9). Jeopardiz-
ing relationships or career o pportunities due to gambling and relying on others to provide
money for gambling losses are typically the least  often endorsed criteria and most often oc-
cur among those with more severe gambling disorder. Furthermore,  individuals present-
ing for treatment of gambling disorder typically have moderate to severe forms of the
disorder",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,631
"Diagnostic Features
Gambling involves risking something of value in the hopes of obtaining something of
greater value. In many cultur es, individuals gamble on game s and events, and most do so
without experiencing problems. However, so me individuals develo p substantial impair-
ment related to their gambling behaviors. Th e essential feature of gambling disorder is
persistent and recurrent maladaptive gambling behavior that disrupts personal, family,
and/or vocational pursuits (Criterion A). Gamb ling disorder is defined as a cluster of four
or more of the symptoms listed in Criterion A occurring at any time in the same 12-month
period",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,631
"A pattern of “chasing one’s losses” may deve lop, with an urgent need to keep gam-
bling (often with the placing of larger bets or the taking of greater risks) to undo a loss or
series of losses. The individual may abandon his or her gambling strategy and try to win
back losses all at once. Although many gamblers may “chase” for short periods of time, it
is the frequent, and often long-term, “chase” that is characteristic of gambling disorder
(Criterion A6). Individuals may lie to family members, therapists, or others to conceal the
extent of involvement with gambling; these instances of deceit may also include, but
are not limited to, covering up illegal behaviors such as forgery, fraud, theft, or embez-
zlement to obtain money with which to gamble (Criterion A7). Individuals may also en-",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,631
"Gambling Disorder 587
gage in “bailout” behavior, turning to family or others for help with  a desperate financial
situation that was caused by gambling (Criterion A9). 
Associated Features Supporting Diagnosis 
Distortions in thinking (e.g., denial, superstitions, a sense of power and control over the
outcome of chance events, overconfidence) ma y be present in individuals with gambling
disorder. Many individuals with gambling diso rder believe that money is both the cause
of and the solution to their problems. Some individuals with gambling disorder are im-
pulsive, competitive, energetic, restless, an d easily bored; they may be overly concerned
with the approval of others and may be gene rous to the point of extravagance when win-
ning. Other individuals with gambling disord er are depressed and lonely, and they may
gamble when feeling helpless, guilty, or depres sed. Up to half of individuals in treatment
for gambling disorder have suicidal ideati on, and about 17% have attempted suicide",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,632
"Prevalence 
The past-year prevalence rate of gambling di sorder is about 0.2%–0.3% in the general pop-
ulation. In the general population, the lifetim e prevalence rate is about 0.4%–1.0%. For fe-
males, the lifetime prevalence rate of gambling disorder is about 0.2%, and for males it is
about 0.6%. The lifetime prevalence of path ological gambling among African Americans is
about 0.9%, among whites about 0.4% , and among Hispanics about 0.3%. 
Development and Course 
The onset of gambling disorder can occur du ring adolescence or young adulthood, but in
other individuals it manifests during middle  or even older adulthood. Generally, gam-
bling disorder develops over the course of years, although the progression appears to be
more rapid in females than in males. Most  individuals who develop a gambling disorder
evidence a pattern of gambling that gradually  increases in both frequency and amount of
wagering. Certainly, milder fo rms can develop into more severe cases. Most individuals
with gambling disorder report that one or tw o types of gambling are most problematic for
them, although some individuals participate in  many forms of gambling. Individuals are
likely to engage in certain types of gambling (e.g., buying scratch tickets daily) more fre-
quently than others (e.g., playing slot machin es or blackjack at the casino weekly). Fre-
quency of gambling can be related more to the type of gambling than to the severity of the
overall gambling disorder. For example, purcha sing a single scratch ticket each day may
not be problematic, while less frequent casino , sports, or card gambling may be part of a
gambling disorder. Similarly, amounts of money spent wagering  are not in themselves in-
dicative of gambling disorder. Some individuals can wager thousands of dollars per
month and not have a problem with gambling, while others may wager much smaller
amounts but experience substantia l gambling-related difficulties. 
Gambling patterns may be regular or episod ic, and gambling disorder can be persis-
tent or in remission. Gambling can increase during periods of stress or depression and
during periods of substance use or abstinen ce. There may be periods of heavy gambling
and severe problems, times of total abstin ence, and periods of nonproblematic gambling",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,632
"Gambling disorder is some times associated with  spontaneous, long-term remissions",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,632
"Nevertheless, some individual s underestimate their vulner ability to develop gambling
disorder or to return to gamb ling disorder following remission. When in a period of re-
mission, they may incorrectly assume that th ey will have no problem regulating gambling
and that they may gamble on some forms no nproblematically, only to experience a return
to gambling disorder. 
Early expression of gambling disorder is mo re common among males than among fe-
males. Individuals who begin gambling in yo uth often do so with family members or",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,632
"588 Substance-Related and Addictive Disorders
friends. Development of early-life gambling diso rder appears to be associated with impul-
sivity and substance abuse. Many high scho ol and college students who develop gambling
disorder grow out of the disorder over time , although it remains a lifelong problem for
some. Mid- and later-life onse t of gambling disorder is more common among females than
among males. 
There are age and gender variations in the type of gambling activities and the preva-
lence rates of gambling disorder. Gambling d isorder is more common among younger and
middle-age persons than among older adults . Among adolescents and young adults, the
disorder is more prevalent in males than in females. Younger indivi duals prefer different
forms of gambling (e.g., sports betting), while older adults are more likely to develop
problems with slot machine and bingo gamblin g. Although the proportions of individuals
who seek treatment for gambling disorder ar e low across all age groups, younger individ-
uals are especially unlikely to present for treatment. 
Males are more likely to begin gambling earlie r in life and to have a younger age at on-
set of gambling disorder than females, who ar e more likely to begin gambling later in life
and to develop gambling disorder in a shorte r time frame. Females with gambling disor-
der are more likely than males with gambling disorder to have depressive, bipolar, and
anxiety disorders. Females also have a later age at onset of the disorder and seek treatment
sooner, although rates of treatment seekin g are low (<10%) among individuals with gam-
bling disorder regardless of gender. 
Risk and Prognostic Factors
Temperamental. Gambling that begins in childhood or early adolescence is associated
with increased rates of gambling disorder. Gambling disorder also appears to aggregate
with antisocial personality disorder, depre ssive and bipolar disorders, and other sub-
stance use disorders, particul arly with alcohol disorders. 
Genetic and physiological. Gambling disorder can aggregate in families, and this effect
appears to relate to both environmental and genetic factors. Gambling problems are more
frequent in monozygotic than in dizygotic twins. Gambling disorder is also more preva-
lent among first-degree relati ves of individuals with modera te to severe alcohol use dis-
order than among the general population",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,633
"Course modifiers. Many individuals, including adolesce nts and young adults, are likely to
resolve their problems with gambling disorder over time, although a strong predictor of
future gambling problems is  prior gambling problems",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,633
"Culture-Related Diagnostic Issues
Individuals from specific cultures and races/ethnicities are more likely to participate in
some types of gambling activities than others (e.g., pai gow, cockfights , blackjack, horse rac-
ing). Prevalence rates of gambling disorder are higher among African Americans than
among European Americans, with rates for Hi spanic Americans similar to those of Euro-
pean Americans. Indigenous populations have high prevalence rates of gambling disorder. 
Gender-Related Diagnostic Issues
Males develop gambling disorder at higher rates than females, alth ough this gender gap
may be narrowing. Males tend to wager on di fferent forms of gambling than females, with
cards, sports, and horse race gambling more prevalent among males, and slot machine and
bingo gambling more common among females.",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,633
"Gambling Disorder 589
Functional Consequences  of Gambling Disorder
Areas of psychosocial, health, and mental heal th functioning may be adversely affected by
gambling disorder. Specifically, individuals with  gambling disorder may, because of their
involvement with gambling, jeopardize or lo se important relationships with family mem-
bers or friends. Such problems may occur from repeatedly lying to others to cover up the
extent of gambling or from requesting money that is used for gambling or to pay off gam-
bling debts. Employment or educational activities may likewise be adversely impacted by
gambling disorder; absenteeism or poor work or school performance can occur with gam-
bling disorder, as individuals may gamble duri ng work or school h ours or be preoccupied
with gambling or its adverse co nsequence when they should be working or studying. In-
dividuals with gambling disorder  have poor general health and utilize medical services at
high rates. 
Differential Diagnosis
Nondisordered gambling. Gambling disorder must be distinguished from professional
and social gambling. In professional gambling , risks are limited and discipline is central",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,634
"Social gambling typically occurs with friends or colleagues and lasts for a limited period of
time, with acceptable losses. Some individu als can experience problems associated with
gambling (e.g., short-term chasin g behavior and loss of control) that do not meet the full
criteria for gambling disorder. 
Manic episode. Loss of judgment and excessive gambling may occur during a manic ep-
isode. An additional diagnosis of gambling d isorder should be given only if the gambling
behavior is not better explained by manic ep isodes (e.g., a histor y of maladaptive gam-
bling behavior at times other than during a manic episode). Alternatively, an individual
with gambling disorder may, during a period of gambling, exhibit behavior that resembles
a manic episode, but once the individual is away from the gambling, these manic-like fea-
tures dissipate",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,634
"Personality disorders. Problems with gambling  may occur in individuals with antisocial
personality disorder and other personality disorders. If the criteria are met for both disor-
ders, both can be diagnosed. 
Other medical conditions. Some patients taking dopaminergic medications (e.g., for
Parkinson‘s disease) may expe rience urges to gamble. If such symptoms dissipate when
dopaminergic medications are reduced in dosag e or ceased, then a diagnosis of gambling
disorder would not be indicated. 
Comorbidity
Gambling disorder is associated with poor general health. In addition, some specific med-
ical diagnoses, such as tachycardia and an gina, are more common among individuals with
gambling disorder than in the general popula tion, even when other substance use disor-
ders, including tobacco use disorder, are cont rolled for. Individuals with gambling disor-
der have high rates of comorbidity with ot her mental disorders, such as substance use
disorders, depressive d isorders, anxiety disorders, and personality disorders. In some in-
dividuals, other mental disorders may preced e gambling disorder and be either absent or
present during the manifestat ion of gambling disorder. Gamb ling disorder may also occur
prior to the onset of other ment al disorders, especially anxi ety disorders and substance use
disorders. ",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,634
"591Neurocognitive
 Disorders
The neurocognitive disorders  (NCDs) (referred to in  DSM-IV as “Dementia,
Delirium, Amnestic, and Other Cognitive Di sorders”) begin with delirium, followed by
the syndromes of major NCD, mild NCD, an d their etiological su btypes. The major or
mild NCD subtypes are NCD due to Alzheimer’s disease; vascular NCD; NCD with Lewy
bodies; NCD due to Parkinso n’s disease; frontotemporal NCD; NCD due to traumatic
brain injury; NCD due to HIV infection; su bstance/medication-induced NCD; NCD due
to Huntington’s disease; NC D due to prion disease; NCD du e to another medical condi-
tion; NCD due to multiple etiologies; and unspecified NCD. The NCD category encom-
passes the group of disorders in which the primar y clinical deficit is in cognitive function,
and that are acquired rather than developmental. Although cognitive deficits are present
in many if not all mental disorders (e.g., schizophrenia, bipolar diso rders), only disorders
whose core features are cognitive are includ ed in the NCD category. The NCDs are those
in which impaired cognition has not been present since birth or very early life, and thus
represents a decline from a previou sly attained level of functioning",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,636
"The NCDs are unique among DSM-5 categories in that these are syndromes for which
the underlying pathology, and frequently the etiology as well, can potentially be deter-
mined. The various underlying disease entities  have all been the subject of extensive re-
search, clinical experience, and expert consen sus on diagnostic crit eria. The DSM-5 criteria
for these disorders have  been developed in close consultation with the expert groups for
each of the disease entities and align as closely as possible with the current consensus cri-
teria for each of them. The potential utility of  biomarkers is also discussed in relation to
diagnosis. Dementia is subsumed under the newly named entity major neurocognitive dis-
order , although the term dementia  is not precluded from use in the etiological subtypes in
which that term is standard. Furthermore, DSM-5 recognizes a less severe level of cogni-
tive impairment, mild neurocognitive disorder,  which can also be a focus of care, and which
in DSM-IV was subsumed under “Cognitive Disorder Not Otherwise Specified.” Diagnos-
tic criteria are provided for both these synd romic entities, followed by diagnostic criteria
for the different etiological subtypes. Several of the NCDs frequently coexist with one an-
other, and their relationships may be multip ly characterized under different chapter sub-
headings, including “Differential Diagnosis” (e.g., NCD due to Alzheimer’s disease vs",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,636
"vascular NCD), “Risk and Prognostic Factors”  (e.g., vascular path ology increasing the
clinical expression of Alzheimer’s disease), and/or “Comorbidity” (e.g., mixed Alzhei-
mer’s disease–vascular pathology). 
The term dementia  is retained in DSM-5 for contin uity and may be used in settings
where physicians and patients are accustomed to this term. Although dementia is the cus-
tomary term for disorders like the degenerative  dementias that usually affect older adults,
the term neurocognitive disorder  is widely used and often preferred for conditions affect-
ing younger individuals, such as impairment secondary to traumatic brain injury or HIV
infection. Furthermore, the major NCD definition is some what broader than the term
dementia,  in that individuals with substantial decline in a single domain can receive this di-
agnosis, most notably the DSM-IV category of “Amnestic Disorder,” which would now be
diagnosed as major NCD due to another medical condition and for which the term demen-
tia would not be used.",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,636
"592 Neurocognitive Disorders
Neurocognitive Domains
The criteria for the various NCDs are all base d on defined cognitive domains. Table 1 pro-
vides for each of the key domains a working definition, examples of  symptoms or obser-
vations regarding impairments in everyday activities, and examples of assessments. The
domains thus defined, along with guidelines  for clinical thresholds, form the basis on
which the NCDs, their levels, and their subtypes may be diagnosed.",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,637
"Neurocognitive Disorders 593TABLE 1 Neurocognitive domains
Cognitive domain Examples of symptoms or  observations Examples of assessments 
Complex attention 
(sustained attention, 
divided attention, 
selective attention, 
processing speed)Major:  Has increased difficulty in environments with multiple 
stimuli (TV, radio, conversation); is easily distracted by compet-
ing events in the environment. Is unable to attend unless input is 
restricted and simplified. Has difficulty holding new information 
in mind, such as recalling phone numbers or addresses just given, 
or reporting what was just said. Is unable to perform mental cal-
culations. All thinking takes longer than usual, and components 
to be processed must be simplified to one or a few",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,638
"Mild:  Normal tasks take longer than previously. Begins to find 
errors in routine task s; finds work needs more double-checking 
than previously. Thinking is ea sier when not competing with 
other things (radio, TV, other conversations, cell phone, driving).Sustained attention:  Maintenance of attention over time (e.g., pressing 
a button every time a tone is heard, and over a period of time). 
Selective attention:  Maintenance of attention despite competing stim-
uli and/or distractors: hearing nu mbers and letters read and asked 
to count only letters",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,638
"Divided attention:  Attending to two tasks within the same time 
period: rapidly tapping while lear ning a story being read. Process-
ing speed can be quantified on any task by timing it (e.g., time to 
put together a design of blocks; time to match symbols with num-
bers; speed in responding, such as counting speed or serial 3 
speed). 
Executive function 
(planning, decision 
making, working 
memory, respond-
ing to feedback/
error correction, 
overriding habits/
inhibition, mental 
flexibility)Major:  Abandons complex projects. Needs to focus on one task 
at a time. Needs to rely on othe rs to plan instrumental activi-
ties of daily living or make decisions. 
Mild:  Increased effort required to complete multistage projects. 
Has increased difficulty multitasking or difficulty resuming a 
task interrupted by a visitor or phone call. May complain of 
increased fatigue from the extra effort required to organize, 
plan, and make decisions. May repo rt that large social gather-
ings are more taxing or less enjoyable because of increased 
effort required to follow shifting conversations.Planning:  Ability to find the exit to a maze; interpret a sequential pic-
ture or object arrangement",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,638
"Decision making:  Performance of tasks that assess process of deciding 
in the face of competing alternat ives (e.g., simulated gambling)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,638
"Working memory:  Ability to hold information for a brief period and to 
manipulate it (e.g., adding up a lis t of numbers or repeating a series 
of numbers or words backward)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,638
"Feedback/error utilization:  Ability to benefit from feedback to infer the 
rules for solving a problem",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,638
"Overriding habits/inhibition:  Ability to choose a more complex and 
effortful solution to be correct (e.g., looking away from the direc-
tion indicated by an arrow; naming the color of a word’s font rather 
than naming the word)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,638
"Mental/cognitive flexibility:  Ability to shift between two concepts, 
tasks, or response rules (e.g., from  number to letter, from verbal to 
key-press response, from adding numbers to ordering numbers, 
from ordering objects by si ze to ordering by color).",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,638
"594 Neurocognitive DisordersLearning and mem-
ory (immediate 
memory, recent 
memory [including 
free recall, cued 
recall, and recogni-
tion memory], 
very-long-term 
memory [semantic; 
autobiographical], 
implicit learning) Major:  Repeats self in conversation, often within the same con-
versation. Cannot keep track of short list of items when shop-
ping or of plans for the day. Requires frequent reminders to 
orient to task at hand",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,639
"Mild:  Has difficulty recalling recent  events, and relies increas-
ingly on list making or calendar. Needs occasional reminders 
or re-reading to keep track of characters in a movie or novel. 
Occasionally may repeat self over a few weeks to the same per-
son. Loses track of whether bills have already been paid",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,639
"Note:  Except in severe forms of major neurocognitive disorder, 
semantic, autobiographical, an d implicit memory are rela-
tively preserved, compar ed with recent memory. Immediate memory span: Ability to repeat a list of words or digits. 
Note:  Immediate memory sometimes subsumed under “working 
memory” (see “Executive Function”)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,639
"Recent memory:  Assesses the process of encoding new information 
(e.g., word lists, a short story, or diagrams). The aspects of recent 
memory that can be tested include 1) free recall (the person is asked 
to recall as many words, diagrams, or elements of a story as possi-
ble); 2) cued recall (examiner aids recall by providing semantic cues 
such as “List all the food items on the list” or “Name all of the chil-
dren from the story”); and 3) re cognition memory (examiner asks 
about specific items—e.g., “Was ’apple’ on the list?”  or “Did you 
see this diagram or figure?”). Othe r aspects of memory that can be 
assessed include semantic memory (memory for facts), autobio-
graphical memory (memory for pers onal events or people), and 
implicit (procedural) learning (u nconscious learning of skills)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,639
"Language (expres-
sive language 
[including nam-
ing, word finding, 
fluency, and gram-
mar, and syntax] 
and receptive 
language)Major:  Has significant difficulties with expressive or receptive 
language. Often uses general-use phrases such as “that thing” 
and “you know what I mean,” and prefers general pronouns 
rather than names. With seve re impairment, may not even 
recall names of closer friends and family. Idiosyncratic word 
usage, grammatical errors, and spontaneity of output and 
economy of utterances occur. Stereotypy of speech occurs; 
echolalia and automatic speec h typically precede mutism",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,639
"Mild:  Has noticeable word-finding difficulty. May substitute 
general for specific terms. May avoid use of specific names of 
acquaintances. Grammatical errors involve subtle omission or 
incorrect use of articles, prepos itions, auxiliary verbs, etc. Expressive language:  Confrontational naming (identification of objects 
or pictures); fluency (e.g., name  as many items as possible in a 
semantic [e.g., animals] or phonemic [e.g., words starting with “f”] 
category in 1 minute)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,639
"Grammar and syntax  (e.g., omission or incorrect use of articles, prep-
ositions, auxiliary verbs): Errors observed during naming and flu-
ency tests are compared with norm s to assess frequency of errors 
and compare with normal slips of the tongue",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,639
"Receptive language:  Comprehension (word definition and object-
pointing tasks involving animate and inanimate stimuli): perfor-
mance of actions/activities according to verbal command.TABLE 1 Neurocognitive domains (continued)
Cognitive domain Examples of symptoms or  observations Examples of assessments ",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,639
"Neurocognitive Disorders 595Perceptual-motor 
(includes abilities 
subsumed under 
the terms visual 
perception,  visuo-
constructional,  
perceptual-motor,  
praxis,  and gnosis ) Major:  Has significant difficulties with previously familiar activ-
ities (using tools, driving motor vehicle), navigating in familiar 
environments; is often more confused at dusk, when shadows 
and lowering levels of light change perceptions. 
Mild:  May need to rely more on maps or others for directions. 
Uses notes and follows others to get to a new place. May find 
self lost or turned around when not concentrating on task. Is 
less precise in parking. Needs to  expend greater effort for spa-
tial tasks such as carpentry, assembly, sewing, or knitting.Visual perception: Line bisection tasks can be used to detect basic 
visual defect or attentional neglect. Motor-free perceptual tasks 
(including facial recognition) require the identification and/or 
matching of figures—best when task s cannot be verbally mediated 
(e.g., figures are not objects); some require the decision of whether 
a figure can be “real” or no t based on dimensionality.  
Visuoconstructional:  Assembly of items requiring hand-eye coordina-
tion, such as drawing, copying, and block assembly. 
Perceptual-motor:  Integrating perception with purposeful movement 
(e.g., inserting blocks into a form board without visual cues; rap-
idly inserting pegs into a slotted board)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,640
"Praxis:  Integrity of learned movements, such as ability to imitate 
gestures (wave goodbye) or pant omime use of objects to command 
(“Show me how you would use a hammer”)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,640
"Gnosis:  Perceptual integrity of awaren ess and recognition, such as 
recognition of faces and colors",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,640
"Social cognition 
(recognition of 
emotions, theory 
of mind)Major:  Behavior clearly out of acceptable social range; shows 
insensitivity to social standards of modesty in dress or of polit-
ical, religious, or sexual topics of conversation. Focuses exces-
sively on a topic despite group’s disinterest or direct feedback. 
Behavioral intention without regard to family or friends. 
Makes decisions without regard to safety (e.g., inappropriate 
clothing for weather or social setting). Typically, has little 
insight into these changes",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,640
"Mild:  Has subtle changes in behavior or attitude, often described 
as a change in personality, such as less ability to recognize 
social cues or read facial expressions, decreased empathy, 
increased extraversion or introversion, decreased inhibition, 
or subtle or episodic apathy or restlessness.Recognition of emotions:  Identification of emot ion in images of faces 
representing a variety of both positive and negative emotions",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,640
"Theory of mind:  Ability to consider another person’s mental state 
(thoughts, desires, intentions) or experience—story cards with 
questions to elicit information about the mental stat e of the individ-
uals portrayed, such as “Where will the girl look for the lost bag?” 
or “Why is the boy sad?”  TABLE 1 Neurocognitive domains (continued)
Cognitive domain Examples of symptoms or  observations Examples of assessments ",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,640
"596 Neurocognitive Disorders
Delirium
Diagnostic Criteria    
A. A disturbance in attention (i.e., reduced ability to direct, focus, sustain, and shift atten-
tion) and awareness (reduced orientation to the environment)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,641
"B. The disturbance develops over a short period of time (usually hours to a few days), rep-
resents a change from baseline attention and awareness, and tends to fluctuate in se-
verity during the course of a day",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,641
"C. An additional disturbance in cognition (e.g., memory deficit, disorientation, language,
visuospatial ability, or perception). 
D. The disturbances in Criteria A and C are not better explained by another preexisting,
established, or evolving neurocognitive disorder and do not occur in the context of a
severely reduced level of arousal, such as coma",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,641
"E. There is evidence from the history, physical examination, or laboratory findings that the
disturbance is a direct physiological consequence of another medical condition, sub-
stance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or
exposure to a toxin, or is due to multiple etiologies",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,641
"Specify whether:
Substance intoxication delirium:  This diagnosis should be made instead of sub-
stance intoxication when the symptoms in Criteria A and C predominate in the clinical
picture and when they are sufficiently severe to warrant clinical attention",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,641
"Coding note: The ICD-9-CM and ICD-10-CM codes for the [specific substance] in-
toxication delirium are indicated in the table below. Note that the ICD-10-CM code
depends on whether or not there is a comorbid substance use disorder present for
the same class of substance. If a mild substance use disorder is comorbid with the
substance intoxication delirium, the 4th position character is “1,” and the clinician
should record “mild [substance] use disorder” before the substance intoxication de-
lirium (e.g., “mild cocaine use disorder with cocaine intoxication delirium”). If a mod-
erate or severe substance use disorder is comorbid with the substance intoxication
delirium, the 4th position character is “2,” and the clinician should record “moderate
[substance] use disorder” or “severe [substance] use disorder,” depending on the
severity of the comorbid substance use disorder. If there is no comorbid substance
use disorder (e.g., after a one-time heavy use of the substance), then the 4th posi-
tion character is “9,” and the clinician should record only the substance intoxication
delirium",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,641
"ICD-10-CM
ICD-9-CMWith use 
disorder, 
mildWith use 
disorder, 
moderate or 
severeWithout use 
disorder
Alcohol 291.0 F10.121 F10.221 F10.921
Cannabis 292.81 F12.121 F12.221 F12.921
Phencyclidine 292.81 F16.121 F16.221 F16.921
Other hallucinogen 292.81 F16.121 F16.221 F16.921
Inhalant 292.81 F18.121 F18.221 F18.921
Opioid 292.81 F11.121 F11.221 F11.921",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,641
